image_id,score,gt_count,spam_count
000000054974,0.9990058958443279,3,0
000000447862,0.9990114682778074,5,0
000000336491,0.999196090661625,7,0
000000141807,0.997756295404555,4,0
000000130681,0.9994370117559649,4,0
000000527510,0.8326972266416645,6,0
000000401040,0.9990739134062908,7,0
000000541999,0.9992702815035721,4,0
000000317130,0.9993905636756096,5,0
000000544272,0.9992701873855625,7,0
000000108228,0.9987758532819735,5,0
000000316342,0.999364316370157,3,0
000000486250,0.8746454520263582,8,0
000000468603,0.9988956024600083,4,0
000000400313,0.9994619040359888,9,0
000000261787,0.9992915252756494,7,0
000000468789,0.999581593178551,8,0
000000436660,0.9993291877592063,4,0
000000167683,0.8327026099868652,6,0
000000238709,0.9994965922232809,3,0
000000204999,0.8328622690691109,6,0
000000388019,0.9985472914343085,4,0
000000033405,0.9990083360644131,3,0
000000440060,0.9990269694200484,3,0
000000112295,0.9996376578772063,5,0
000000266727,0.9996373815778569,4,0
000000571603,0.9995874694837639,6,0
000000540039,0.874451945590761,8,0
000000289341,0.9986072259174898,6,0
000000094436,0.5994142295365994,5,0
000000511853,0.9988239992754769,5,0
000000315383,0.9978958588816902,5,0
